wave,domain_cn,domain,task,item_local_id,item_text_hash,questionnaire_signature_sha256,source_item_uid,generator,model,concept_id,concept,match_status,match_basis,exact_candidate_count,duplicate_candidate_uids,candidate_source_uids,schedule_expected_generator,provenance_source_item_uid,provenance_manifest_count,selection_role,text_identifiable,stimulus_signature_sha256,source_equivalence_size,item_id,api_source_regime,n_judges
首轮专家复核,物理,Physics,B,Q21,ad8b35f20cb10412,d7ac350de8eec2822750888742c946bcb390841a7a06a267797cdca40e2d3c5b,Gemini_B_C01,Google Gemini,Google Gemini,C01,惯性,exact_via_cross_domain_schedule,all_field_exact_plus_cross_domain_schedule,5,claude_B_C01;豆包_B_C01;DEEPSEEK_B_C01;Gemini_B_C01;KIMI_B_C01,claude_B_C01;豆包_B_C01;DEEPSEEK_B_C01;Gemini_B_C01;KIMI_B_C01,Google Gemini,,0,broad_scheduled_item,False,e6a4a50e0e15e3dee331ba4b16ae969925bbf6fed365acd70a2b1fe109d55f38,5,API810_391,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q22,ad662801b4420244,3e3a510afffdac243f5ab61e4737288d9e630db20e0faeeafe5e41e6ccfe9aec,DEEPSEEK_B_C02,DeepSeek,DeepSeek,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C02,,,0,broad_scheduled_item,True,b3edd3241cfd09f7258dfa2acea6209c06e1f1903d2231ba4e29e33b3a2a156c,1,API810_302,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q23,b05dbe27c43bf346,ff8be3c356eed4fade7eb2df9c23566e87996c7cfdcd4d8896651949cd26cd2d,GLM_B_C02,Zhipu GLM,Zhipu GLM,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,GLM_B_C02,,,0,broad_scheduled_item,True,5bfc0e2968a68d618bf92b9b7e491ce4548ba0388c4361281f09a8514ffb8ef9,1,API810_752,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q24,5e15ad31cf4c6317,47dd0225259c9490fbd2e3f093c1c53a0f7286f73da1d8d8322d502a5b12bd74,DEEPSEEK_B_C03,DeepSeek,DeepSeek,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C03,,,0,broad_scheduled_item,True,5e9202a90f99f64b2a19ffc892068fdebfd2956c1953141fd208a1341616d10d,1,API810_303,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q25,801f8c9e97c81e10,eb3b28e4617d8a9ce9b0caaed2acf7a1e555ef259fc735b5413c472cab91ff04,GPT_B_C03,OpenAI GPT,OpenAI GPT,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,GPT_B_C03,,,0,broad_scheduled_item,True,493cc6e65abca2784ba80568a49315a702fa613fa942a5cec1037f49f5ee38fc,1,API810_663,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q26,f3810479751c5b39,eec616063ccffcb5b544832f1b759d289fcff574c45041e9920c59e6d88a5f53,豆包_B_C04,ByteDance Doubao,ByteDance Doubao,C04,抛体运动,unique_exact,direct_all_field_exact,1,,豆包_B_C04,,,0,broad_scheduled_item,True,f4e6ba30d43d4b7b05fe9cc1bf79acb3fdea5a32eefa2b72b4462e12ad2d860e,1,API810_214,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q27,75eb2849fa6ba5d1,0ad74a19496bc0c7bcd79ce2f81ce7b92d82aa2b46e0301cdd916ebf41e3eb9c,Gemini_B_C04,Google Gemini,Google Gemini,C04,抛体运动,unique_exact,direct_all_field_exact,1,,Gemini_B_C04,,,0,broad_scheduled_item,True,1dc508992512c46473f2333a5bbdc81a2ff20df8e1b9355c2580963d19990c09,1,API810_394,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q28,0b8747e86add45a5,08c49412626c5a4e6b5827261d5f3d41b143463ff1a4bcf42bd89d095396e4ee,claude_B_C05,Anthropic Claude,Anthropic Claude,C05,圆周运动,unique_exact,direct_all_field_exact,1,,claude_B_C05,,,0,broad_scheduled_item,True,5ded37f4d29bd4f4adfc3fa30a17007765c353c01c477bd931f382d60c23479c,1,API810_125,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q29,4d5289fb02ca21ca,5f577d37cdac09b2fd87d674eb79c2c581de7a4f2c995a206bab9b0c9764b549,GLM_B_C05,Zhipu GLM,Zhipu GLM,C05,圆周运动,unique_exact,direct_all_field_exact,1,,GLM_B_C05,,,0,broad_scheduled_item,True,64becb0200841527c4bc6d7a30346b4f2ed39c15d4ca2cefc1aaca374ff571b0,1,API810_755,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q30,a0606d716a2ae522,0b57dbfbc552b99998b2259bdc874bdb56671fefa958c7ab789f1ea76239d42e,claude_B_C06,Anthropic Claude,Anthropic Claude,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,claude_B_C06,,,0,broad_scheduled_item,True,652f11a244b9dc5bcf708e3a9fb5745ca10630385c75688f6c829abfc8a02b90,1,API810_126,legacy_valid_full_input,9
首轮专家复核,物理,Physics,B,Q31,ba1cd7ed7842dc57,643be15043df00cdf72ec7ca36dbf16e3f7432bf643097755d6447c03e29a58a,Gemini_B_C06,Google Gemini,Google Gemini,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,Gemini_B_C06,,,0,broad_scheduled_item,True,e7c86022bd9fe1f5b26a4d68b962e580323266674bc9cbc3f344e77f944b4c8d,1,API810_396,legacy_valid_full_input,9
首轮专家复核,物理,Physics,C,Q33,d93cec8596b09c24,f7c33eb0eb0499023c97efdb3592e2a64164a6054d9552fb44b1983d478d3e46,mimo_C_C01,Mimo,Mimo,C01,惯性,unique_exact,direct_all_field_exact,1,,mimo_C_C01,,,0,broad_scheduled_item,True,cc1329c50014ba799e68d6b9fc712e142b35cfa8021e866751def2e548a8889d,1,API810_511,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q34,7293a2177ae7127f,cea04631c0b477685c5bfaf1fb75eab5d6d7dd0fbed73228fc5782dd80b739cc,KIMI_C_C01,Moonshot Kimi,Moonshot Kimi,C01,惯性,exact_via_cross_domain_schedule,all_field_exact_plus_cross_domain_schedule,5,千问_C_C01;豆包_C_C01;DEEPSEEK_C_C01;KIMI_C_C01;GPT_C_C01,千问_C_C01;豆包_C_C01;DEEPSEEK_C_C01;KIMI_C_C01;GPT_C_C01,Moonshot Kimi,,0,broad_scheduled_item,False,883c643e920a67a41168371981d0f3e4d770ded9574fc86bc269ee6d2753adfe,5,API810_601,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q35,b96e6d79a14be3a4,480ace37cb4277cc1cd2802211b673af672cbec7e8baa51dcfce37e68b6c9da9,豆包_C_C02,ByteDance Doubao,ByteDance Doubao,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,豆包_C_C02,,,0,broad_scheduled_item,True,ba9406a37cf14f5673a55fe0a9d78b240a3c3b8ce9b4f03e9e99e3365c58ae98,1,API810_242,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q36,e3a499cd662fda8f,0a5643e385f9d74e08a56488bc6d9d772453834747514206b21c3b6c57221b80,KIMI_C_C02,Moonshot Kimi,Moonshot Kimi,C02,净力与加速度,unique_exact,direct_all_field_exact,1,,KIMI_C_C02,,,0,broad_scheduled_item,True,a565a426d153949feb77054c82c7d71fdbb8eb58951d34bc0226065aa730f28c,1,API810_602,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q37,7048c048d8838c2a,a91a873b7a0e768b86f4b4bd306ef5abf8d5346c7c50de92b6f47488faa86950,千问_C_C03,Alibaba Qwen,Alibaba Qwen,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,千问_C_C03,,,0,broad_scheduled_item,True,5ee65932a14fd4df39d5933c2b7483ec051e9298499038b378142423db99e5e9,1,API810_063,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q38,2fb9429b39d30e3e,5ff17e7ca8cf3b56d9b37fc0c1212683c02ae3095669deac619c9806d1520145,豆包_C_C03,ByteDance Doubao,ByteDance Doubao,C03,牛顿第三定律,unique_exact,direct_all_field_exact,1,,豆包_C_C03,,,0,broad_scheduled_item,True,d122b2d994a4a1d2c2f30f5cb69d5af6831f7a31eed7421189d7fe6129a64076,1,API810_243,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q39,1e18107ba67cbefb,369cac3c752c77d7cd1582b6f403b10535e34d6471ac1a4d2466cf0db02046e2,千问_C_C04,Alibaba Qwen,Alibaba Qwen,C04,抛体运动,unique_exact,direct_all_field_exact,1,,千问_C_C04,,,0,broad_scheduled_item,True,6a1e603b59f6aceaa1068ae766d5aabd08ba268c244abc16e20ec56868b919b3,1,API810_064,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q40,38be49fa6eb5441c,2f01f25515dee44b23ea3a2b3e8dc34313916396775e30112e36f5d7a2baddc9,Gemini_C_C04,Google Gemini,Google Gemini,C04,抛体运动,unique_exact,direct_all_field_exact,1,,Gemini_C_C04,,,0,broad_scheduled_item,True,b8e5eebc837db987abeaf9fc903678e871631d49c13b51afc2c185699405b3c5,1,API810_424,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q41,1cfcd54fe57e3199,cf9fd9d3818c41838dff3a729d921302f0b1f03d68a9b7bf53a2af47c19d9c13,Gemini_C_C05,Google Gemini,Google Gemini,C05,圆周运动,unique_exact,direct_all_field_exact,1,,Gemini_C_C05,,,0,broad_scheduled_item,True,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,1,API810_425,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q42,c28a118eea92aae4,41cf378f526615f042d68acddd3df83e1f334beccccdc6a0366d281496e80681,GLM_C_C05,Zhipu GLM,Zhipu GLM,C05,圆周运动,unique_exact,direct_all_field_exact,1,,GLM_C_C05,,,0,broad_scheduled_item,True,675c8f7d2151a9251458d8d8790ff56e83b186be38605b9ef48f589e77980561,1,API810_785,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q43,2d17e0a35d150885,390e3745a1af9a746e744d07e653d586b8f35717bea0d88d408ec48844d0a1e9,mimo_C_C06,Mimo,Mimo,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,mimo_C_C06,,,0,broad_scheduled_item,True,579834564c62efb40cb5603a5e96db45f106eecc5ea4df83dcc3a115a40a3e63,1,API810_516,corrected_full_payload,9
首轮专家复核,物理,Physics,C,Q44,f45174540db7d00b,d0fdf2587265b9118f35e451a5083a76b29e56d2f898d3472d6ff1037a6928d8,GPT_C_C06,OpenAI GPT,OpenAI GPT,C06,摩擦力与运动,unique_exact,direct_all_field_exact,1,,GPT_C_C06,,,0,broad_scheduled_item,True,f424b1d206905048189f15cf3818d8fc84cc36a3586c7776bc8c98371b376d98,1,API810_696,corrected_full_payload,9
首轮专家复核,生物,Biology,A,Q7,8f7f338af4735d94,fc76b3db7bdf50463dd424c7016916bc4f4c7538bfd7cdf2e405d8d335565ab7,mimo_A_C13,Mimo,Mimo,C13,自然选择,unique_exact,direct_all_field_exact,1,,mimo_A_C13,,,0,broad_scheduled_item,True,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,1,API810_463,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q8,549dd2c7e50d9be2,4b1ead6b5fe1fdf62dc11886c3425d9de7dc90c33b7ce7fad6229e57ce912bf2,GLM_A_C13,Zhipu GLM,Zhipu GLM,C13,自然选择,unique_exact,direct_all_field_exact,1,,GLM_A_C13,,,0,broad_scheduled_item,True,5ed8c439fd35694c40570aebd16b97f2c009eed8e2a8a6e4da746470ab07aaef,1,API810_733,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q9,ba97b5721f5eda3f,6bc2859fcbc86a087b4bdc3d78dea21358023492fd873d1e69f47da6cf687834,claude_A_C14,Anthropic Claude,Anthropic Claude,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,claude_A_C14,,,0,broad_scheduled_item,True,45eb7e7689ea9d0a5a121547d656054859024d88f048d59199491a335d60867b,1,API810_104,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q10,f6a6c24d7c17c8f8,d790e7e9d2faa0d133a54feb419365eeb9859618692ba8085d3616b73fcef599,GLM_A_C14,Zhipu GLM,Zhipu GLM,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,GLM_A_C14,,,0,broad_scheduled_item,True,998ea733c41b9b533e63fda9fd53cf6acb859bde165575914a64240dba151cd0,1,API810_734,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q11,821481f889ed0f28,8a48accda92cc6104a85411b4c713da8b309c337a1e0d96445e42d001736a06b,豆包_A_C15,ByteDance Doubao,ByteDance Doubao,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,豆包_A_C15,,,0,broad_scheduled_item,True,e58b3f9655c5b767f1dc7181d7ed86de93e59bd2d6cef3a77805d2b8adddfc9b,1,API810_195,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q12,62d8893ccdb9ca08,d0968248b6798335af271efb0b400d9f99c8a813d1eb7fd10d29daa91efcaccb,mimo_A_C15,Mimo,Mimo,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,mimo_A_C15,,,0,broad_scheduled_item,True,039a757c47dd75a61e17599d99771e2f8690ae46d00c44dfde41db2675b057ce,1,API810_465,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q13,e025df93eb97b68e,efa6386ba5e818a798a37384ace9b70c03aef33883accbd283ca508543e7c1e7,千问_A_C16,Alibaba Qwen,Alibaba Qwen,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,千问_A_C16,,,0,broad_scheduled_item,True,ed47940408af18d43bf1885d7a9449aba6725177bae5f03b22291d9f77d3e704,1,API810_016,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q14,59ae82dd8e678e70,13fdc4b8116153fd1d7fbb099e9026a4167a77fba0932d96ba27262a9c867d8c,豆包_A_C16,ByteDance Doubao,ByteDance Doubao,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,豆包_A_C16,,,0,broad_scheduled_item,True,f6a7ee29fba788419605517435c49b67f26e6b1d46c0c659c13028d8b46a596d,1,API810_196,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q15,2aabb415bf15af50,2a3e17434e245244d8a7a0e746b507519f59d4eca0b2c6ed7ece353f8f6741f7,DEEPSEEK_A_C17,DeepSeek,DeepSeek,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,DEEPSEEK_A_C17,,,0,broad_scheduled_item,True,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,1,API810_287,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q16,e58fc49fe06aa386,c6462949d0b8026752bc9264bf5164f80ceb40f580ec6c10d9485a8465c9e6fa,GPT_A_C17,OpenAI GPT,OpenAI GPT,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,GPT_A_C17,,,0,broad_scheduled_item,True,fb113f24961e2e69a3a1522040780ae97dad7b97b44b132aa521447edb35f45c,1,API810_647,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q17,3062b618160b167c,20e3940691d61fa9eba00eebff035eb70c64f02573437a7a0611e32b5e56dbd0,claude_A_C18,Anthropic Claude,Anthropic Claude,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,claude_A_C18,,,0,broad_scheduled_item,True,89bb019a3508d18539ee9a9c8d42f37c3e7fff7e09db2f5aff3be43c230a7cad,1,API810_108,legacy_valid_full_input,9
首轮专家复核,生物,Biology,A,Q18,74872b89458b23df,a5a842013e6f65e9c75ba3f4f78d021a27f1a9132965798c66144a440986b89c,Gemini_A_C18,Google Gemini,Google Gemini,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,Gemini_A_C18,,,0,broad_scheduled_item,True,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,1,API810_378,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q20,4e5ae2e721541138,32d3a6b60840275ccf1c9f50db911bdd16dbad894626f721a4d990f9cb26f3d7,豆包_B_C13,ByteDance Doubao,ByteDance Doubao,C13,自然选择,unique_exact,direct_all_field_exact,1,,豆包_B_C13,,,0,broad_scheduled_item,True,046de241962c9004b6cb7c32b13be71084ca8fbca5c3387843866f703c6958fc,1,API810_223,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q21,4d0a79cb99f26fb6,ccb0bd0be6f4bdc80b02e9c840d0162c5ee4f3355cce40012a3e2b86c550bbe7,Gemini_B_C13,Google Gemini,Google Gemini,C13,自然选择,unique_exact,direct_all_field_exact,1,,Gemini_B_C13,,,0,broad_scheduled_item,True,02ec453fde19db8278c302069ded4fdca6673ad0969161f8c08ac17ff0415bd8,1,API810_403,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q22,6fa670b3be7def39,d10892b4e2d3f1695c289537a2616cf594e7622b58b4b4a60d0ba2154e6c3a4b,DEEPSEEK_B_C14,DeepSeek,DeepSeek,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C14,,,0,broad_scheduled_item,True,d7af23eac58331a76c4f38a04ce6087677c571c33e9e45bb9cdd454d7ba8cd3c,1,API810_314,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q23,78875f96be5b04e6,429f31bc717f3f8cd81f54888e9aef28e4f1ce0510f02f69b11bcb7233e09917,GLM_B_C14,Zhipu GLM,Zhipu GLM,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,GLM_B_C14,,,0,broad_scheduled_item,True,b26551c0abe86e2303e4aff9731821138d47f75f3ed7175193901b638a805eb4,1,API810_764,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q24,faa08d2901396e60,a009cc88070be7fe90eb34350e0e863761c387f33e4a72a414b73d77a4a5d61a,DEEPSEEK_B_C15,DeepSeek,DeepSeek,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,DEEPSEEK_B_C15,,,0,broad_scheduled_item,True,5e23320d8fa5c737f50f65dc16ad955b04d6b9eac6a7d901c2639487fcfd4f44,1,API810_315,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q25,a0727a0c3c6daebf,320de807df20cdf4b2eec8fa1304982203167f05f2542253ce9009be5c327c6c,GPT_B_C15,OpenAI GPT,OpenAI GPT,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,GPT_B_C15,,,0,broad_scheduled_item,True,39a5c5c4355198d33e5523609c9f4df3139ca7e146f206a95b1030ab5f8bee80,1,API810_675,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q26,e255654dbbd56d8d,b6a4d4076aa698d7a2b378c374896e0c8676b6f1ce4e539909fc53c733d7bd1c,豆包_B_C16,ByteDance Doubao,ByteDance Doubao,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,豆包_B_C16,,,0,broad_scheduled_item,True,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,1,API810_226,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q27,0ffec9607a122f1d,9ca4b967917b3d09e10eb804942f4dbb0960a9be512ec4d606242b294ef9823c,Gemini_B_C16,Google Gemini,Google Gemini,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,Gemini_B_C16,,,0,broad_scheduled_item,True,ab08b67faacacae1033659d790fca22ac65a9dd97d51e13eaaba6f7e7f10ceef,1,API810_406,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q28,164b4f35f8ed356d,99b9cb01caf8619765d3e8e8905fd3918a32ad79b8a66507628d82b3bc224d34,claude_B_C17,Anthropic Claude,Anthropic Claude,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,claude_B_C17,,,0,broad_scheduled_item,True,9e0f62504851cb38e1b0f5f9273a3171df6b1b1a9abef063c438852a21e0a732,1,API810_137,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q29,b1009de31a0b3694,ebd1c9e2ae54494086bfa8adb20b5aa926d48a4c47f05510da5d5aba175dda7b,GLM_B_C17,Zhipu GLM,Zhipu GLM,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,GLM_B_C17,,,0,broad_scheduled_item,True,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,1,API810_767,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q30,d76afb4a9e4740d6,3df832a3ed197a83800e9ad9e70d3596e4f29c882b9504b169a69174b6729dc4,claude_B_C18,Anthropic Claude,Anthropic Claude,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,claude_B_C18,,,0,broad_scheduled_item,True,1cf4eae7b98dca02ea2ce90b8daf6d7226ba9198835ceb3472b18ea760a46cc7,1,API810_138,legacy_valid_full_input,9
首轮专家复核,生物,Biology,B,Q31,f398a2e96cb33851,c40123150846d19899586505b73190e0ccd7e724fbac6029753842becfd7c0f4,Gemini_B_C18,Google Gemini,Google Gemini,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,Gemini_B_C18,,,0,broad_scheduled_item,True,b052ad223a418069231a925ff815d2c1e3aec148831faa56f67038a399c48b76,1,API810_408,legacy_valid_full_input,9
首轮专家复核,生物,Biology,C,Q33,b2f4d5bf55b87280,63073600d15c99a1d3e341734b129672d7c4d1d61a5a623dfd0a45daa8fb01a9,mimo_C_C13,Mimo,Mimo,C13,自然选择,unique_exact,direct_all_field_exact,1,,mimo_C_C13,,,0,broad_scheduled_item,True,5ba9d8cdce5c06e532882908fbabe6484bf1ae93829a417b7e9e4abfd634064c,1,API810_523,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q34,3d093c54058c4981,e325d3a29df326d4d886ed684a551dcc59b092ffaa9b7d550aed39c3dbaac957,KIMI_C_C13,Moonshot Kimi,Moonshot Kimi,C13,自然选择,unique_exact,direct_all_field_exact,1,,KIMI_C_C13,,,0,broad_scheduled_item,True,a62c7079c376d6fc9be8a020b27d7b964adbc97f7bf745fb9ffcd1203a3724d3,1,API810_613,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q35,b9db089ecf604a57,04cd15a4a7cd385bae962e02f7def177433748be9c4af6d62ca8d6e437425406,豆包_C_C14,ByteDance Doubao,ByteDance Doubao,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,豆包_C_C14,,,0,broad_scheduled_item,True,0aa9f87cf5d7598754c2f54ff971c1ce1adbe711ad601065c6f1e2fba6b86278,1,API810_254,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q36,f7f6d59333420190,295cfde369c71b755087f1b4f1c2c3e0d28d90039a7ebaf9a5fb60f5a3014d5a,KIMI_C_C14,Moonshot Kimi,Moonshot Kimi,C14,进化没有预设目标,unique_exact,direct_all_field_exact,1,,KIMI_C_C14,,,0,broad_scheduled_item,True,f08d8f325e7dfffd4eb4554dfd77a12dc5b88ca482393c841f98479d186c0ce4,1,API810_614,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q37,5ae7789091f3cf79,faaa1550df46a3b015c9f0615f3f9559c6aa0c7b57dcaab0af3e56cd9447ec15,千问_C_C15,Alibaba Qwen,Alibaba Qwen,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,千问_C_C15,,,0,broad_scheduled_item,True,4b9df996d8dc6f8216158c48af215d2c4b2a2c44f8b13aa5fdbb2b18688d35a9,1,API810_075,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q38,2899b976afbca3cc,90b83e13da7df8dcc2fe1c82d74a08dee40860b60e19a7dd87a12bcc0eba7e03,豆包_C_C15,ByteDance Doubao,ByteDance Doubao,C15,随机变异与非随机选择,unique_exact,direct_all_field_exact,1,,豆包_C_C15,,,0,broad_scheduled_item,True,a49502055a29f677d2b4aa44feef2d72516ea51150bffb7dd3ca86010e76b69d,1,API810_255,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q39,aa3ba19608e76690,71d2ecbeac8e6b5102151d6c90f796eb16a84721ec4e5064b0420e70803cccce,千问_C_C16,Alibaba Qwen,Alibaba Qwen,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,千问_C_C16,,,0,broad_scheduled_item,True,099e7ef838422bb93ce7bc34d0ee731ac8d5b7f2be2bf54e3f457a3cba164f82,1,API810_076,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q40,db8edaf10c89ae87,c248e8c702ee19522c559efe2bf6ad8f7e887d2d57dfaf8e0d1d724677af9572,Gemini_C_C16,Google Gemini,Google Gemini,C16,遗传信息与性状,unique_exact,direct_all_field_exact,1,,Gemini_C_C16,,,0,broad_scheduled_item,True,53c057e143e18941400af486728899130722b99490f98a81e524564cf66f4b19,1,API810_436,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q41,a2fefa9dd143783e,f03a886f1d6ce8dcadd4a239d51d19d5a7bcf44e4a277f9f8c83bda7f94f7971,Gemini_C_C17,Google Gemini,Google Gemini,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,Gemini_C_C17,,,0,broad_scheduled_item,True,0358143b629143726febaaa5c42108b9cc99482f209b1842f2506066bc60c7f3,1,API810_437,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q42,deb1750046698604,6fb81bbdcb6e085fdba52d9dc877314e79d8d1885790f96593665fde042a43a9,GLM_C_C17,Zhipu GLM,Zhipu GLM,C17,能量流动与物质循环,unique_exact,direct_all_field_exact,1,,GLM_C_C17,,,0,broad_scheduled_item,True,fbf599aa2041d59815ffffadc08c45a84bd99bd7ac07a88f22d2fac129bf27f4,1,API810_797,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q43,fe212bad3f1ee460,828c8af2010d3cd2b03e99d8113e66c543cd8df6217b20b9249ad063744828aa,mimo_C_C18,Mimo,Mimo,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,mimo_C_C18,,,0,broad_scheduled_item,True,61a972d897ad2c6bfed4bb7c42bca1748a12f95f484d192024158a1e7b06eecd,1,API810_528,corrected_full_payload,9
首轮专家复核,生物,Biology,C,Q44,0f1aeeb51ed06aa9,ab9c9629b2e2119391ab12fa32e323220d29a8f0789e5c00aaed3ff28136f73f,GPT_C_C18,OpenAI GPT,OpenAI GPT,C18,光合作用与细胞呼吸,unique_exact,direct_all_field_exact,1,,GPT_C_C18,,,0,broad_scheduled_item,True,8d59024ffbe863d4c167bcb4f2bf6600b5f184a2c20c38157e45cc07f157308d,1,API810_708,corrected_full_payload,9
二次专家复核,生物,Biology,A,B01,7543f1509f98fbda,6ef7ef65aae9d6a0bc1688fc040e1a174b9642ed6cfa3a9744f403ea078ca081,DEEPSEEK_A_C17,DeepSeek,DeepSeek,C17,能量流动与物质循环,unique_exact,direct_all_field_exact_plus_final_questionnaire_provenance,1,,DEEPSEEK_A_C17,,DEEPSEEK_A_C17,4,high_human_disagreement,True,74c5123fcdebc0e40a592550a30bcd77797fe20bf30610f7758d522ec1bfaf8b,1,API810_287,legacy_valid_full_input,9
二次专家复核,生物,Biology,B,B02,fa6ec6de1ee1435a,c20bd9f76770999e0ffb93520a9ef4928b17ecc400faaf7f7e94fd200d9448c6,豆包_B_C16,ByteDance Doubao,ByteDance Doubao,C16,遗传信息与性状,unique_exact,direct_all_field_exact_plus_final_questionnaire_provenance,1,,豆包_B_C16,,豆包_B_C16,4,low_human_disagreement_control,True,96a7e354cdb86fcc29fdae630e5af052ba4c46cf0135afe1b8b5952a900f2f88,1,API810_226,legacy_valid_full_input,9
