repeat_item_id,api_item_id,source_item_uid,domain,concept_id,task_type,generator,generator_model,concept,text,content_json,text_sha256,content_json_sha256,existing_judge_rows,input_integrity_pass_rows,fresh_repetitions
RST074,API810_595,KIMI_B_C25,Climate/Environment,C25,B,Moonshot Kimi,Moonshot Kimi,温室效应,"{""id"":""C25"",""concept"":""温室效应"",""title"":""大气棉被"",""scene"":""冬天夜晚，小丽盖棉被保暖，老师比喻温室气体类似原理。"",""tags"":[""温室"",""气体"",""辐射""],""warning"":""温室效应本身无害，过量才危险。""}","{""concept"":""温室效应"",""id"":""C25"",""scene"":""冬天夜晚，小丽盖棉被保暖，老师比喻温室气体类似原理。"",""tags"":[""温室"",""气体"",""辐射""],""title"":""大气棉被"",""warning"":""温室效应本身无害，过量才危险。""}",15234426580200d04c25c1702713e1e34448ebd60d49990f4bd62822c418dd79,d1913cf25940b5b652a29fb2d421d91fa69250ec5d4b80195e7b9a3bb41a282f,9,9,3
RST075,API810_715,GPT_C_C25,Climate/Environment,C25,C,OpenAI GPT,OpenAI GPT,温室效应,"{""id"":""C25"",""concept"":""温室效应"",""question"":""自然温室效应对地球有什么作用？"",""options"":{""A"":""维持适宜温度"",""B"":""完全没有好处"",""C"":""只会制造污染"",""D"":""让阳光消失""},""answer"":""A"",""explain"":""自然温室效应必要，过强才会带来风险。""}","{""answer"":""A"",""concept"":""温室效应"",""explain"":""自然温室效应必要，过强才会带来风险。"",""id"":""C25"",""options"":{""A"":""维持适宜温度"",""B"":""完全没有好处"",""C"":""只会制造污染"",""D"":""让阳光消失""},""question"":""自然温室效应对地球有什么作用？""}",41c092f76a7eb9e4c7608f4978918f989004ce5032ab6614bf3ebbaa8bba9ac1,7987e4c28740fd7ae3d25ef04701d77c810087b657e7ad2b3144d7ebe1da4a39,9,9,3
RST076,API810_746,GLM_A_C26,Climate/Environment,C26,A,Zhipu GLM,Zhipu GLM,天气与气候,天气是短时大气状况，气候是长期的平均天气模式。,"{""concept"":""天气与气候"",""correction"":""局部短期冷事件不否定全球长期气候变暖趋势。"",""id"":""C26"",""misconception"":""天气冷说明气候变化不大"",""text"":""天气是短时大气状况，气候是长期的平均天气模式。""}",1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,be7dd4efc38e6eb5fb8efad9bb8cfcaee3790eee41717325c084ca3bcb7eb3ec,9,9,3
RST077,API810_416,Gemini_B_C26,Climate/Environment,C26,B,Google Gemini,Google Gemini,天气与气候,"{""id"":""C26"",""concept"":""天气与气候"",""title"":""五月的飞雪"",""scene"":""五月天突然下雪，老李直呼变暖是骗局。气象员解释，一天的冷代表不了气候。"",""tags"":[""短期天气"",""长期气候"",""平均状态""],""warning"":""单日天气的剧烈波动不能否定长期的气候趋势。""}","{""concept"":""天气与气候"",""id"":""C26"",""scene"":""五月天突然下雪，老李直呼变暖是骗局。气象员解释，一天的冷代表不了气候。"",""tags"":[""短期天气"",""长期气候"",""平均状态""],""title"":""五月的飞雪"",""warning"":""单日天气的剧烈波动不能否定长期的气候趋势。""}",01851605062f0bc2b5dbde36ecffc0e4448983788938f4f55aa3548a39440f09,9070479f710132d096f8beef1f5c273c9970be3413f22e560d4f1cdae3c4bee0,9,9,3
RST078,API810_176,claude_C_C26,Climate/Environment,C26,C,Anthropic Claude,Anthropic Claude,天气与气候,"{""id"":""C26"",""concept"":""天气与气候"",""question"":""某地今天下雪，能说明该地气候寒冷吗？"",""options"":{""A"":""能，下雪就是寒冷气候的表现"",""B"":""不能，天气是短时状态，不代表气候"",""C"":""能，天气和气候是同一回事"",""D"":""不能，因为雪是异常天气""},""answer"":""B"",""explain"":""天气是短时状态，气候是长期统计规律，不能混淆。""}","{""answer"":""B"",""concept"":""天气与气候"",""explain"":""天气是短时状态，气候是长期统计规律，不能混淆。"",""id"":""C26"",""options"":{""A"":""能，下雪就是寒冷气候的表现"",""B"":""不能，天气是短时状态，不代表气候"",""C"":""能，天气和气候是同一回事"",""D"":""不能，因为雪是异常天气""},""question"":""某地今天下雪，能说明该地气候寒冷吗？""}",901603b2b083bf58bea869f4c14b09d8be1b40cd1975b5ada8dc971e195dd417,6994374611f228fc94a99c17481180a980590f3d53025fe2dcaa0bcd202bbaec,9,9,3
RST079,API810_477,mimo_A_C27,Climate/Environment,C27,A,Mimo,Mimo,全球变暖与气候变化,全球变暖指地球平均气温长期上升趋势，是气候变化的一部分。,"{""concept"":""全球变暖与气候变化"",""correction"":""全球变暖增加极端天气频率，部分地区冬季可能更严寒。"",""id"":""C27"",""misconception"":""全球变暖意味着冬天不冷了"",""text"":""全球变暖指地球平均气温长期上升趋势，是气候变化的一部分。""}",3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,be9f36da9ad0e548467f89a9bc206587ce2744d565c47307cbce5ddba50f07e7,9,9,3
RST080,API810_777,GLM_B_C27,Climate/Environment,C27,B,Zhipu GLM,Zhipu GLM,全球变暖与气候变化,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""失控的空调"",""scene"":""地球像台失控空调，不仅升温，更导致极端暴雨和极寒频发。"",""tags"":[""全球变暖"",""极端天气"",""气候异常""],""warning"":""变暖不是哪里都热，而是极端天气频率增加。""}","{""concept"":""全球变暖与气候变化"",""id"":""C27"",""scene"":""地球像台失控空调，不仅升温，更导致极端暴雨和极寒频发。"",""tags"":[""全球变暖"",""极端天气"",""气候异常""],""title"":""失控的空调"",""warning"":""变暖不是哪里都热，而是极端天气频率增加。""}",7310b381779e0307f8abbe390c7df5587e7f2c03c4e4a45050236db2042a5f08,0e21e87b00db3c8a0f0f1a86bc33ad985ec3db2c486698e3e34b479238bd6a60,9,9,3
RST081,API810_627,KIMI_C_C27,Climate/Environment,C27,C,Moonshot Kimi,Moonshot Kimi,全球变暖与气候变化,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""question"":""下列哪项不是气候变化的完整理解？"",""options"":{""A"":""仅全球变暖而已"",""B"":""极端事件频发"",""C"":""降水格局改变"",""D"":""生态系统改变""},""answer"":""A"",""explain"":""气候变化还包括极端天气、生态改变等。""}","{""answer"":""A"",""concept"":""全球变暖与气候变化"",""explain"":""气候变化还包括极端天气、生态改变等。"",""id"":""C27"",""options"":{""A"":""仅全球变暖而已"",""B"":""极端事件频发"",""C"":""降水格局改变"",""D"":""生态系统改变""},""question"":""下列哪项不是气候变化的完整理解？""}",c9d545b872014e38881f5567cf6acc93d43135a865802cdfa9010d093ecc5b71,c79630f0e642fe0938a20d4acf521e0ce5e4677e01399af0b59b3e00bbca020a,9,9,3
RST082,API810_118,claude_A_C28,Climate/Environment,C28,A,Anthropic Claude,Anthropic Claude,二氧化碳的气候作用,CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。,"{""concept"":""二氧化碳的气候作用"",""correction"":""CO₂是植物光合所需，但浓度过高会加剧气候变暖。"",""id"":""C28"",""misconception"":""CO₂是污染物，对植物有害"",""text"":""CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。""}",8ad2380daf446db580b38e1df6f31ca33648907f9f22fcbcf27948e98ca7d9b7,d436bc749cfbb37626b40253cc8599a0f5d795fc7989df71178482ccff8fd6db,9,9,3
RST083,API810_238,豆包_B_C28,Climate/Environment,C28,B,ByteDance Doubao,ByteDance Doubao,二氧化碳的气候作用,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""二氧化碳的功过"",""scene"":""小方得知，适量CO₂保温，过量则加剧变暖。"",""tags"":[""二氧化碳"",""保温"",""变暖""],""warning"":""认为CO₂只有负面影响。""}","{""concept"":""二氧化碳的气候作用"",""id"":""C28"",""scene"":""小方得知，适量CO₂保温，过量则加剧变暖。"",""tags"":[""二氧化碳"",""保温"",""变暖""],""title"":""二氧化碳的功过"",""warning"":""认为CO₂只有负面影响。""}",5c6819db7f1d108ad0d297b5b142f7ebce397f549f410d964654a62665d2f45b,c99c8e75c04cc94a5fbfb3f95d56a1239d7a4483abb91febaeb51e2a2cc4c578,9,9,3
RST084,API810_358,DEEPSEEK_C_C28,Climate/Environment,C28,C,DeepSeek,DeepSeek,二氧化碳的气候作用,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""question"":""大气中CO₂含量很少，为什么能影响全球温度？"",""options"":{""A"":""量少影响小可忽略"",""B"":""微量也能改变辐射平衡"",""C"":""它主要改变海洋"",""D"":""只在城市有影响""},""answer"":""B"",""explain"":""温室气体量虽少，却能显著改变地球能量收支。""}","{""answer"":""B"",""concept"":""二氧化碳的气候作用"",""explain"":""温室气体量虽少，却能显著改变地球能量收支。"",""id"":""C28"",""options"":{""A"":""量少影响小可忽略"",""B"":""微量也能改变辐射平衡"",""C"":""它主要改变海洋"",""D"":""只在城市有影响""},""question"":""大气中CO₂含量很少，为什么能影响全球温度？""}",d276ae40743e08bdd08cdb5786ce63ce2e9a6a8019611b30b631caeb10c4c972,6c3294f9ebe28debd6831f440ea39266c5fdb9b0e852ecd3e4770d3467c8532f,9,9,3
RST085,API810_029,千问_A_C29,Climate/Environment,C29,A,Alibaba Qwen,Alibaba Qwen,海洋垃圾与塑料污染,塑料难以降解，破坏海洋生态和食物链。,"{""concept"":""海洋垃圾与塑料污染"",""correction"":""塑料在海洋中累积形成垃圾带，无法自然稀释。"",""id"":""C29"",""misconception"":""海洋很大，能稀释所有塑料垃圾"",""text"":""塑料难以降解，破坏海洋生态和食物链。""}",20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,e05f72645bbb63bd650b86fab171b54657f2418950757425420afe7d00eb86b1,9,9,3
RST086,API810_329,DEEPSEEK_B_C29,Climate/Environment,C29,B,DeepSeek,DeepSeek,海洋垃圾与塑料污染,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""永远的垃圾"",""scene"":""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"",""tags"":[""塑料"",""降解缓慢"",""微粒""],""warning"":""塑料在海洋中分解极慢，只变成微粒。""}","{""concept"":""海洋垃圾与塑料污染"",""id"":""C29"",""scene"":""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"",""tags"":[""塑料"",""降解缓慢"",""微粒""],""title"":""永远的垃圾"",""warning"":""塑料在海洋中分解极慢，只变成微粒。""}",b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,ca56065905e9b85ca9d3b592af76f73120da4b0d3648fa5225b5bce4299fc979,9,9,3
RST087,API810_539,mimo_C_C29,Climate/Environment,C29,C,Mimo,Mimo,海洋垃圾与塑料污染,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""question"":""塑料垃圾进入海洋后会发生什么？"",""options"":{""A"":""会被海水完全溶解"",""B"":""会沉入海底后自然分解"",""C"":""碎裂成微塑料长期存在"",""D"":""会被海洋微生物快速消化""},""answer"":""C"",""explain"":""塑料不会溶解，只会碎裂成微塑料，长期存在于海洋中。""}","{""answer"":""C"",""concept"":""海洋垃圾与塑料污染"",""explain"":""塑料不会溶解，只会碎裂成微塑料，长期存在于海洋中。"",""id"":""C29"",""options"":{""A"":""会被海水完全溶解"",""B"":""会沉入海底后自然分解"",""C"":""碎裂成微塑料长期存在"",""D"":""会被海洋微生物快速消化""},""question"":""塑料垃圾进入海洋后会发生什么？""}",30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,7eb4eb4803e4b8cc480ad3fa181a4301acc4809cbc438d4743a0b2d8e9e01339,9,9,3
RST088,API810_660,GPT_A_C30,Climate/Environment,C30,A,OpenAI GPT,OpenAI GPT,自然变率与人为影响,气候有自然波动，但当前变暖主要受人为排放影响。,"{""concept"":""自然变率与人为影响"",""correction"":""自然变率存在，但不能解释近现代快速变暖。"",""id"":""C30"",""misconception"":""气候变化全是自然周期"",""text"":""气候有自然波动，但当前变暖主要受人为排放影响。""}",7d55b7238f7397d3e7f2804e8a347b137448efcb426cccd5c1a37bfc88bd65b1,d13127f70ae9e4ab6ada6a71c00b472c6359d3ff1b367b1dcd8dad4f17372787,9,9,3
RST089,API810_060,千问_B_C30,Climate/Environment,C30,B,Alibaba Qwen,Alibaba Qwen,自然变率与人为影响,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""变暖主因"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""warning"":""近百年变暖主要由人类导致。""}","{""concept"":""自然变率与人为影响"",""id"":""C30"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""title"":""变暖主因"",""warning"":""近百年变暖主要由人类导致。""}",4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,4ba34ab248229c82c4d62ff3bd0fb3be2d7eaf8fabee58ba85987f4617c092bc,9,9,3
RST090,API810_450,Gemini_C_C30,Climate/Environment,C30,C,Google Gemini,Google Gemini,自然变率与人为影响,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""question"":""工业革命以来地球平均气温快速上升，主要原因是什么？"",""options"":{""A"":""地球自然的气候变暖周期到了"",""B"":""太阳活动突然变得异常剧烈"",""C"":""人类大量排放温室气体主导变化"",""D"":""地球内部散发出的热量变多""},""answer"":""C"",""explain"":""近代快速变暖远超自然周期，科学界共识是由人类活动主导。""}","{""answer"":""C"",""concept"":""自然变率与人为影响"",""explain"":""近代快速变暖远超自然周期，科学界共识是由人类活动主导。"",""id"":""C30"",""options"":{""A"":""地球自然的气候变暖周期到了"",""B"":""太阳活动突然变得异常剧烈"",""C"":""人类大量排放温室气体主导变化"",""D"":""地球内部散发出的热量变多""},""question"":""工业革命以来地球平均气温快速上升，主要原因是什么？""}",0649d03d091bcd8ed3e7142434a8b4da318f3ef9b91c94a1a1252e63560f7497,b491e406d8f99101de7ed3952f4a39b8f38f87e67a1e8c8805aa30620757e810,9,9,3
