item_id,domain,concept,task_type,generated_text
ri_398d752a18c2f017208d,Geoscience,板块构造,C,"{""answer"":""B"",""concept"":""板块构造"",""explain"":""地球岩石圈板块在软流层上缓慢移动。"",""id"":""C19"",""options"":{""A"":""传说"",""B"":""板块在软流层移动"",""C"":""海洋流动"",""D"":""风力推动""},""question"":""大陆漂移是因为？""}"
ri_63d4694f28239eb511b8,Physics,净力与加速度,B,"{""concept"":""净力与加速度"",""id"":""C02"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""title"":""电梯里的秤"",""warning"":""匀速运动不代表没有力，是合力为零。""}"
ri_8b3f5e0465bff3d88f86,Biology,进化没有预设目标,C,"{""answer"":""C"",""concept"":""进化没有预设目标"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。"",""id"":""C14"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""question"":""关于生物进化，下列说法正确的是？""}"
ri_55cbac6a1c6d940b9a70,Biology,光合作用与细胞呼吸,C,"{""answer"":""B"",""concept"":""光合作用与细胞呼吸"",""explain"":""植物全天进行细胞呼吸，白天光合占优。"",""id"":""C18"",""options"":{""A"":""不，白天只光合作用"",""B"":""是，全天都进行呼吸"",""C"":""仅在黄昏进行"",""D"":""光合强时呼吸停止""},""question"":""植物在白天进行细胞呼吸吗？""}"
ri_55d4ae5aa1f95d9f13d7,Climate/Environment,全球变暖与气候变化,C,"{""answer"":""A"",""concept"":""全球变暖与气候变化"",""explain"":""气候变化还包括极端天气、生态改变等。"",""id"":""C27"",""options"":{""A"":""仅全球变暖而已"",""B"":""极端事件频发"",""C"":""降水格局改变"",""D"":""生态系统改变""},""question"":""下列哪项不是气候变化的完整理解？""}"
ri_6fc464d4f5c64a549108,Chemistry,化学反应与物理变化,A,"{""concept"":""化学反应与物理变化"",""correction"":""水蒸发只是状态改变，水分子本身没有变。"",""id"":""C10"",""misconception"":""水蒸发是化学变化"",""text"":""化学反应有新物质生成，物理变化仅改变形态。""}"
ri_db429b5476d0ac071049,Physics,惯性,C,"{""answer"":""A"",""concept"":""惯性"",""explain"":""惯性使身体短时保持原来的运动状态。"",""id"":""C01"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""question"":""公交急刹时，人为什么会前倾？""}"
ri_c04bacb6586fa9d03ab8,Physics,摩擦力与运动,B,"{""concept"":""摩擦力与运动"",""id"":""C06"",""scene"":""运动会上，小宁蹬地起跑，是地面对鞋的摩擦帮他前进。"",""tags"":[""摩擦"",""运动"",""方向""],""title"":""跑道起步"",""warning"":""摩擦力不总是阻碍运动。""}"
ri_4ded097380a98748b59f,Biology,自然选择,A,"{""concept"":""自然选择"",""correction"":""环境只是筛选了已存在的有利变异，而非导致变异产生的原因。"",""id"":""C13"",""misconception"":""生物为了适应环境而主动发生变异。"",""text"":""自然选择指适应环境的个体存活并繁衍，将其有利特征传给后代的过程。""}"
ri_b40e1d7b5314aea3ce9a,Physics,摩擦力与运动,B,"{""concept"":""摩擦力与运动"",""id"":""C06"",""scene"":""运动会上，小宁蹬地起跑，是地面对鞋的摩擦帮他前进。"",""tags"":[""摩擦"",""运动"",""方向""],""title"":""跑道起步"",""warning"":""摩擦力不总是阻碍运动。""}"
ri_338dafcff46b040676d2,Geoscience,板块构造,B,"{""concept"":""板块构造"",""id"":""C19"",""scene"":""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"",""tags"":[""板块运动"",""大陆漂移"",""软流圈""],""title"":""大陆在移动"",""warning"":""大陆不是漂浮在水上，是随板块整体移动。""}"
ri_bd623a463b50cc3bf610,Geoscience,地球内部结构,B,"{""concept"":""地球内部结构"",""id"":""C24"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""title"":""地球切面"",""warning"":""地下不全是熔岩。""}"
ri_a77af7758be8a7c1d9df,Climate/Environment,二氧化碳的气候作用,A,"{""concept"":""二氧化碳的气候作用"",""correction"":""CO₂是植物光合所需，但浓度过高会加剧气候变暖。"",""id"":""C28"",""misconception"":""CO₂是污染物，对植物有害"",""text"":""CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。""}"
ri_4abf0772c3e17b65390b,Climate/Environment,二氧化碳的气候作用,B,"{""concept"":""二氧化碳的气候作用"",""id"":""C28"",""scene"":""小方得知，适量CO₂保温，过量则加剧变暖。"",""tags"":[""二氧化碳"",""保温"",""变暖""],""title"":""二氧化碳的功过"",""warning"":""认为CO₂只有负面影响。""}"
ri_f4e48da26e76089eae2e,Biology,自然选择,B,"{""concept"":""自然选择"",""id"":""C13"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""title"":""深色飞蛾"",""warning"":""生物不是想变强就变强。""}"
ri_8c4474d997cbb6ec04ff,Climate/Environment,自然变率与人为影响,A,"{""concept"":""自然变率与人为影响"",""correction"":""自然变率存在，但不能解释近现代快速变暖。"",""id"":""C30"",""misconception"":""气候变化全是自然周期"",""text"":""气候有自然波动，但当前变暖主要受人为排放影响。""}"
ri_da55d6e7bd94ddec2d8b,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"":""海洋垃圾与塑料污染"",""id"":""C29"",""scene"":""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"",""tags"":[""塑料"",""降解缓慢"",""微粒""],""title"":""永远的垃圾"",""warning"":""塑料在海洋中分解极慢，只变成微粒。""}"
ri_41abf7f4b0260a1e37b3,Chemistry,化学键,B,"{""concept"":""化学键"",""id"":""C11"",""scene"":""小琪看模型，原子靠化学键结合成分子不会随意分开。"",""tags"":[""化学键"",""原子"",""分子""],""title"":""分子的连接"",""warning"":""误以为化学键是物理连接。""}"
ri_fc0cc1b05309516610e1,Chemistry,物质微粒观,C,"{""answer"":""A"",""concept"":""物质微粒观"",""explain"":""物质状态变化，分子本身不变，仅间距改变。"",""id"":""C08"",""options"":{""A"":""分子间距变大"",""B"":""分子体积变大"",""C"":""分子数量变多"",""D"":""分子变成气体""},""question"":""水蒸发后体积变大，因？""}"
ri_4ba4cfa8500dceb27821,Climate/Environment,二氧化碳的气候作用,C,"{""answer"":""B"",""concept"":""二氧化碳的气候作用"",""explain"":""温室气体量虽少，却能显著改变地球能量收支。"",""id"":""C28"",""options"":{""A"":""量少影响小可忽略"",""B"":""微量也能改变辐射平衡"",""C"":""它主要改变海洋"",""D"":""只在城市有影响""},""question"":""大气中CO₂含量很少，为什么能影响全球温度？""}"
ri_7926a44c4df1afdd51c8,Biology,自然选择,C,"{""answer"":""A"",""concept"":""自然选择"",""explain"":""自然选择保留有利性状，逐代积累进化。"",""id"":""C13"",""options"":{""A"":""适者生存，脖子长易觅食"",""B"":""主动变长"",""C"":""天生都长"",""D"":""基因突变突然变长""},""question"":""长颈鹿脖子长，因？""}"
ri_824362fc6d55954be8c5,Biology,能量流动与物质循环,A,"{""concept"":""能量流动与物质循环"",""correction"":""能量流动是单向的，物质才是循环的。"",""id"":""C17"",""misconception"":""能量在食物链中循环使用"",""text"":""能量单向流动，物质在生态系统中循环。""}"
ri_a65e378282a481c81499,Chemistry,溶液浓度与稀释,B,"{""concept"":""溶液浓度与稀释"",""id"":""C12"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""title"":""加水加多少"",""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}"
ri_2525475affad01ce958b,Biology,自然选择,A,"{""concept"":""自然选择"",""correction"":""环境只是筛选了已存在的有利变异，而非导致变异产生的原因。"",""id"":""C13"",""misconception"":""生物为了适应环境而主动发生变异。"",""text"":""自然选择指适应环境的个体存活并繁衍，将其有利特征传给后代的过程。""}"
ri_b442d309b3ddecbaa23e,Geoscience,地震成因,A,"{""concept"":""地震成因"",""correction"":""断层突然滑动释放长期积累的应力。"",""id"":""C22"",""misconception"":""地震是地下爆炸"",""text"":""板块运动积累应力，突然释放导致地震。""}"
ri_61fb675c540c95a24300,Climate/Environment,二氧化碳的气候作用,C,"{""answer"":""B"",""concept"":""二氧化碳的气候作用"",""explain"":""温室气体量虽少，却能显著改变地球能量收支。"",""id"":""C28"",""options"":{""A"":""量少影响小可忽略"",""B"":""微量也能改变辐射平衡"",""C"":""它主要改变海洋"",""D"":""只在城市有影响""},""question"":""大气中CO₂含量很少，为什么能影响全球温度？""}"
ri_62fa1f396601ce1b4004,Chemistry,物质微粒观,A,"{""concept"":""物质微粒观"",""correction"":""微粒之间存在空隙，且微粒在不断地做无规则的热运动。"",""id"":""C08"",""misconception"":""物质是连续不断、没有内部空隙的。"",""text"":""所有的物质都是由肉眼不可见的微小粒子（分子、原子等）构成的。""}"
ri_92b41686d55db3dc1557,Biology,自然选择,B,"{""concept"":""自然选择"",""id"":""C13"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""title"":""深色飞蛾"",""warning"":""生物不是想变强就变强。""}"
ri_6459a6380dee1bc89c1d,Physics,惯性,B,"{""concept"":""惯性"",""id"":""C01"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""title"":""公交急刹"",""warning"":""别把惯性误解成一种力。""}"
ri_a6c13f9300c14229a6e6,Biology,遗传信息与性状,A,"{""concept"":""遗传信息与性状"",""correction"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""misconception"":""基因决定一切性状"",""text"":""基因控制性状，但环境也影响性状表达。""}"
ri_84d836eff2ae5cd73801,Geoscience,岩石循环,C,"{""answer"":""C"",""concept"":""岩石循环"",""explain"":""岩浆岩、沉积岩、变质岩通过地质作用循环转化。"",""id"":""C21"",""options"":{""A"":""岩石形成后永久不变"",""B"":""只有沉积岩会发生变化"",""C"":""三类岩石在地质过程中可互相转化"",""D"":""岩石只能越变越硬""},""question"":""关于岩石，下列说法正确的是？""}"
ri_13af40b9f5e29f3fedea,Geoscience,火山与板块边界,C,"{""answer"":""A"",""concept"":""火山与板块边界"",""explain"":""板块俯冲或张裂常促成火山活动。"",""id"":""C23"",""options"":{""A"":""边界处岩浆活动强"",""B"":""火山随机出现"",""C"":""海浪冲出火山"",""D"":""只因地表太热""},""question"":""许多火山为何沿板块边界分布？""}"
ri_bd146a53192094969db9,Biology,随机变异与非随机选择,A,"{""concept"":""随机变异与非随机选择"",""correction"":""变异随机产生，但环境定向选择，生存非靠运气。"",""id"":""C15"",""misconception"":""自然选择是随机的"",""text"":""基因突变随机发生，但环境对变异的非随机选择决定了进化方向。""}"
ri_40b9067d10585bdcf395,Geoscience,地球内部结构,C,"{""answer"":""B"",""concept"":""地球内部结构"",""explain"":""地幔是固态具有塑性，液态的是外核。"",""id"":""C24"",""options"":{""A"":""是，火山喷出的就是地幔"",""B"":""不是，地幔是固态可塑状态"",""C"":""是，只有地壳是固态"",""D"":""不是，地幔全是气体""},""question"":""地球的地幔是液态岩浆吗？""}"
ri_dea1ff2be37c38cc9538,Biology,光合作用与细胞呼吸,A,"{""concept"":""光合作用与细胞呼吸"",""correction"":""植物昼夜都进行呼吸作用，消耗O₂释放CO₂。"",""id"":""C18"",""misconception"":""植物白天只进行光合作用"",""text"":""光合作用吸收CO₂释放O₂，细胞呼吸则相反，都涉及能量转换。""}"
ri_d8518cc499f8f332a188,Biology,进化没有预设目标,A,"{""concept"":""进化没有预设目标"",""correction"":""进化无预设目标，仅适配所处环境。"",""id"":""C14"",""misconception"":""进化会趋向更高级形态"",""text"":""生物进化无固定方向，仅适应当下环境，无终极目标。""}"
ri_acc9a567dd12e9ac409d,Physics,牛顿第三定律,C,"{""answer"":""C"",""concept"":""牛顿第三定律"",""explain"":""作用力与反作用力始终等大反向。"",""id"":""C03"",""options"":{""A"":""马拉车的力更大"",""B"":""车拉马的力更大"",""C"":""两者始终大小相等"",""D"":""车动则马拉力大""},""question"":""马拉车前进，马拉车的力与车拉马的力大小关系是？""}"
ri_cb10d254bd717c5796af,Biology,随机变异与非随机选择,B,"{""concept"":""随机变异与非随机选择"",""id"":""C15"",""scene"":""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"",""tags"":[""随机变异"",""自然选择"",""非定向""],""title"":""先变后选"",""warning"":""变异随机发生，不因环境需要才出现。""}"
ri_622c7629e0a8a8e0124c,Physics,抛体运动,A,"{""concept"":""抛体运动"",""correction"":""忽略空气阻力时，水平速度可保持不变。"",""id"":""C04"",""misconception"":""水平力一直推着物体"",""text"":""抛体运动可分解为水平匀速和竖直加速运动。""}"
ri_d6a5369d3634495b734a,Geoscience,板块构造,B,"{""concept"":""板块构造"",""id"":""C19"",""scene"":""地理课上，老师把南美洲和非洲地图拼在一起，轮廓竟然吻合。"",""tags"":[""板块运动"",""大陆漂移"",""软流圈""],""title"":""大陆在移动"",""warning"":""大陆不是漂浮在水上，是随板块整体移动。""}"
ri_86864e134fb681d3ef93,Chemistry,溶液浓度与稀释,C,"{""answer"":""B"",""concept"":""溶液浓度与稀释"",""explain"":""稀释只增加溶剂，溶质（糖）的量保持不变。"",""id"":""C12"",""options"":{""A"":""糖分分解"",""B"":""糖分不变"",""C"":""糖分变少"",""D"":""糖分消失""},""question"":""果汁加水稀释，糖分变少了吗？""}"
ri_de945f25b3010fea5cd0,Biology,能量流动与物质循环,B,"{""concept"":""能量流动与物质循环"",""id"":""C17"",""scene"":""森林里，阳光能量逐级散失，但碳元素在生物间循环往复。"",""tags"":[""能量"",""物质"",""循环""],""title"":""单向与环"",""warning"":""能量不能循环，只会逐级递减。""}"
ri_792bb495c424b03b66e5,Biology,自然选择,B,"{""concept"":""自然选择"",""id"":""C13"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""title"":""深色飞蛾"",""warning"":""生物不是想变强就变强。""}"
ri_8abb1517b698f05c1074,Physics,抛体运动,C,"{""answer"":""C"",""concept"":""抛体运动"",""explain"":""落地时间只由竖直高度决定，与水平速度无关。"",""id"":""C04"",""options"":{""A"":""水平射出的子弹先落地"",""B"":""自由掉落的子弹先落地"",""C"":""两颗子弹同时落地"",""D"":""水平速度越快落地越晚""},""question"":""从同一高度同时松手让子弹掉落和用枪水平射出，谁先落地？""}"
ri_d98376e78762eb256a21,Climate/Environment,温室效应,B,"{""concept"":""温室效应"",""id"":""C25"",""scene"":""冬天夜晚，小丽盖棉被保暖，老师比喻温室气体类似原理。"",""tags"":[""温室"",""气体"",""辐射""],""title"":""大气棉被"",""warning"":""温室效应本身无害，过量才危险。""}"
ri_addf68333ae308038b7e,Biology,进化没有预设目标,A,"{""concept"":""进化没有预设目标"",""correction"":""进化无预设目标，仅适配所处环境。"",""id"":""C14"",""misconception"":""进化会趋向更高级形态"",""text"":""生物进化无固定方向，仅适应当下环境，无终极目标。""}"
ri_b273e56b6cc7f0c9e158,Climate/Environment,全球变暖与气候变化,A,"{""concept"":""全球变暖与气候变化"",""correction"":""全球变暖增加极端天气频率，部分地区冬季可能更严寒。"",""id"":""C27"",""misconception"":""全球变暖意味着冬天不冷了"",""text"":""全球变暖指地球平均气温长期上升趋势，是气候变化的一部分。""}"
ri_da701c5faa8cedd02493,Biology,光合作用与细胞呼吸,B,"{""concept"":""光合作用与细胞呼吸"",""id"":""C18"",""scene"":""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"",""tags"":[""光合作用"",""细胞呼吸"",""全天进行""],""title"":""植物的双面生活"",""warning"":""植物不只白天呼吸，细胞呼吸全天都在进行。""}"
ri_7acf96fcfa8afb3288b5,Geoscience,地质时间,C,"{""answer"":""B"",""concept"":""地质时间"",""explain"":""通过放射性同位素测年等方法证实地球年龄约46亿年。"",""id"":""C20"",""options"":{""A"":""约六千年"",""B"":""约四十六亿年"",""C"":""约四十六万年"",""D"":""约一亿年""},""question"":""地球的年龄大约是多少？""}"
ri_2de1572456564d32b4ab,Chemistry,溶液浓度与稀释,B,"{""concept"":""溶液浓度与稀释"",""id"":""C12"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""title"":""加水加多少"",""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}"
ri_acbc03f5abab4e56dad1,Chemistry,物质微粒观,C,"{""answer"":""A"",""concept"":""物质微粒观"",""explain"":""物质状态变化，分子本身不变，仅间距改变。"",""id"":""C08"",""options"":{""A"":""分子间距变大"",""B"":""分子体积变大"",""C"":""分子数量变多"",""D"":""分子变成气体""},""question"":""水蒸发后体积变大，因？""}"
ri_1daf98b3bdfe693d51c0,Physics,抛体运动,A,"{""concept"":""抛体运动"",""correction"":""忽略空气阻力时，水平速度可保持不变。"",""id"":""C04"",""misconception"":""水平力一直推着物体"",""text"":""抛体运动可分解为水平匀速和竖直加速运动。""}"
ri_c06ff4876f44225cd4e2,Geoscience,火山与板块边界,C,"{""answer"":""A"",""concept"":""火山与板块边界"",""explain"":""板块俯冲或张裂常促成火山活动。"",""id"":""C23"",""options"":{""A"":""边界处岩浆活动强"",""B"":""火山随机出现"",""C"":""海浪冲出火山"",""D"":""只因地表太热""},""question"":""许多火山为何沿板块边界分布？""}"
ri_2de406e01af00eee1255,Climate/Environment,海洋垃圾与塑料污染,C,"{""answer"":""C"",""concept"":""海洋垃圾与塑料污染"",""explain"":""塑料不会溶解，只会碎裂成微塑料，长期存在于海洋中。"",""id"":""C29"",""options"":{""A"":""会被海水完全溶解"",""B"":""会沉入海底后自然分解"",""C"":""碎裂成微塑料长期存在"",""D"":""会被海洋微生物快速消化""},""question"":""塑料垃圾进入海洋后会发生什么？""}"
ri_6e29b063eba09b4b8684,Chemistry,相变,A,"{""concept"":""相变"",""correction"":""相变过程中温度保持不变，吸收或释放的是潜热。"",""id"":""C09"",""misconception"":""相变时温度一直升高"",""text"":""相变是物质在固、液、气等状态之间的转变过程。""}"
ri_11548bda45b42bf5ecfc,Climate/Environment,天气与气候,B,"{""concept"":""天气与气候"",""id"":""C26"",""scene"":""五月天突然下雪，老李直呼变暖是骗局。气象员解释，一天的冷代表不了气候。"",""tags"":[""短期天气"",""长期气候"",""平均状态""],""title"":""五月的飞雪"",""warning"":""单日天气的剧烈波动不能否定长期的气候趋势。""}"
ri_2fcc17d2074bca5d0757,Climate/Environment,二氧化碳的气候作用,A,"{""concept"":""二氧化碳的气候作用"",""correction"":""CO₂是植物光合所需，但浓度过高会加剧气候变暖。"",""id"":""C28"",""misconception"":""CO₂是污染物，对植物有害"",""text"":""CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。""}"
ri_c6a5cdfe7bfe85e3f39b,Physics,惯性,A,"{""concept"":""惯性"",""correction"":""没有净力时，物体也可保持匀速直线运动。"",""id"":""C01"",""misconception"":""运动必须一直受力"",""text"":""惯性是物体保持原有运动状态的性质。""}"
ri_581d6a83862cb763bd53,Climate/Environment,二氧化碳的气候作用,C,"{""answer"":""B"",""concept"":""二氧化碳的气候作用"",""explain"":""温室气体量虽少，却能显著改变地球能量收支。"",""id"":""C28"",""options"":{""A"":""量少影响小可忽略"",""B"":""微量也能改变辐射平衡"",""C"":""它主要改变海洋"",""D"":""只在城市有影响""},""question"":""大气中CO₂含量很少，为什么能影响全球温度？""}"
ri_1975007a22328d45d224,Geoscience,地震成因,B,"{""concept"":""地震成因"",""id"":""C22"",""scene"":""小敏地震时看到地面裂缝，原来是地壳中断层突然滑动释放能量。"",""tags"":[""地震"",""断层"",""能量""],""title"":""断层之动"",""warning"":""地震不只发生在板块边界，内部断层也会引发。""}"
ri_4ec339e0218876071ab7,Geoscience,火山与板块边界,B,"{""concept"":""火山与板块边界"",""id"":""C23"",""scene"":""纪录片展示了太平洋边缘的无数座火山，它们像一串项链紧随板块缝隙排列。"",""tags"":[""火山分布"",""板块交界"",""地壳薄弱""],""title"":""环太平洋圈"",""warning"":""火山集中在板块边缘的地质活跃区，非随机分布。""}"
ri_d33dfa8f316329473d77,Chemistry,溶液浓度与稀释,B,"{""concept"":""溶液浓度与稀释"",""id"":""C12"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""title"":""加水加多少"",""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}"
ri_81bb4d971cea388c775d,Biology,光合作用与细胞呼吸,B,"{""concept"":""光合作用与细胞呼吸"",""id"":""C18"",""scene"":""晚上没有光，植物停止光合，但还在呼吸消耗氧气，这让小丽很惊讶。"",""tags"":[""光合作用"",""细胞呼吸"",""全天进行""],""title"":""植物的双面生活"",""warning"":""植物不只白天呼吸，细胞呼吸全天都在进行。""}"
ri_4250ec2e257bfa31e7e3,Geoscience,火山与板块边界,A,"{""concept"":""火山与板块边界"",""correction"":""火山集中在板块边界，因板块活动易形成。"",""id"":""C23"",""misconception"":""火山随机分布无规律"",""text"":""火山多分布在板块边界，岩浆从地壳薄弱处喷出形成。""}"
ri_5416bdf0bc23cf24cb31,Chemistry,化学键,C,"{""answer"":""A"",""concept"":""化学键"",""explain"":""化学键是电磁相互作用，没有实体连接。"",""id"":""C11"",""options"":{""A"":""原子间电磁作用"",""B"":""原子间有实体绳"",""C"":""只有离子化合物有"",""D"":""化学键可随意断开""},""question"":""关于化学键，正确的描述是？""}"
ri_fd206bbc29975359b095,Climate/Environment,天气与气候,B,"{""concept"":""天气与气候"",""id"":""C26"",""scene"":""五月天突然下雪，老李直呼变暖是骗局。气象员解释，一天的冷代表不了气候。"",""tags"":[""短期天气"",""长期气候"",""平均状态""],""title"":""五月的飞雪"",""warning"":""单日天气的剧烈波动不能否定长期的气候趋势。""}"
ri_248cb4c277bfba4db644,Physics,净力与加速度,B,"{""concept"":""净力与加速度"",""id"":""C02"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""title"":""电梯里的秤"",""warning"":""匀速运动不代表没有力，是合力为零。""}"
ri_1d5f90b35862ae719b65,Geoscience,岩石循环,A,"{""concept"":""岩石循环"",""correction"":""三大类岩石可随温度、压力等条件改变而相互转化。"",""id"":""C21"",""misconception"":""岩石一旦形成就永远不变"",""text"":""岩浆岩、沉积岩和变质岩在特定条件下可相互转化。""}"
ri_06c1190e26b1290ae50b,Climate/Environment,天气与气候,C,"{""answer"":""B"",""concept"":""天气与气候"",""explain"":""天气是短时状态，气候是长期统计规律，不能混淆。"",""id"":""C26"",""options"":{""A"":""能，下雪就是寒冷气候的表现"",""B"":""不能，天气是短时状态，不代表气候"",""C"":""能，天气和气候是同一回事"",""D"":""不能，因为雪是异常天气""},""question"":""某地今天下雪，能说明该地气候寒冷吗？""}"
ri_0c3da378598fc9910983,Biology,遗传信息与性状,C,"{""answer"":""B"",""concept"":""遗传信息与性状"",""explain"":""性状是基因与环境共同作用的结果。"",""id"":""C16"",""options"":{""A"":""一定相同"",""B"":""不一定，环境影响"",""C"":""基因决定一切"",""D"":""环境决定一切""},""question"":""双胞胎基因相同，性状一定相同吗？""}"
ri_5740b49120620dbfe4a3,Chemistry,物质微粒观,A,"{""concept"":""物质微粒观"",""correction"":""微粒之间存在空隙，且微粒在不断地做无规则的热运动。"",""id"":""C08"",""misconception"":""物质是连续不断、没有内部空隙的。"",""text"":""所有的物质都是由肉眼不可见的微小粒子（分子、原子等）构成的。""}"
ri_180cad8edd75d1ca0c53,Chemistry,物质微粒观,B,"{""concept"":""物质微粒观"",""id"":""C08"",""scene"":""小丽将墨水滴入水中扩散，才理解物质由不断运动的微粒组成。"",""tags"":[""分子"",""原子"",""微粒""],""title"":""看不见的水"",""warning"":""肉眼看不见不代表微粒不存在。""}"
ri_a9b9e2a939d556e23f53,Chemistry,化学键,B,"{""concept"":""化学键"",""id"":""C11"",""scene"":""小琪看模型，原子靠化学键结合成分子不会随意分开。"",""tags"":[""化学键"",""原子"",""分子""],""title"":""分子的连接"",""warning"":""误以为化学键是物理连接。""}"
ri_fc679f35e1f2270c399a,Physics,牛顿第三定律,B,"{""concept"":""牛顿第三定律"",""id"":""C03"",""scene"":""小明和小华对拳，两人同时感到疼痛，力始终相互存在。"",""tags"":[""作用力"",""反作用力"",""相互""],""title"":""对拳之谜"",""warning"":""作用力与反作用力不能互相抵消。""}"
ri_30301f55167df5848f4c,Biology,进化没有预设目标,C,"{""answer"":""C"",""concept"":""进化没有预设目标"",""explain"":""进化没有预设方向和终点，只是基因频率随时间变化。"",""id"":""C14"",""options"":{""A"":""进化有从低级到高级的方向"",""B"":""人类是进化的最终目标"",""C"":""进化是基因频率的变化，无预设方向"",""D"":""所有物种都在朝同一方向进化""},""question"":""关于生物进化，下列说法正确的是？""}"
ri_50b5dcd4c549dbe1b2ee,Physics,净力与加速度,B,"{""concept"":""净力与加速度"",""id"":""C02"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""title"":""电梯里的秤"",""warning"":""匀速运动不代表没有力，是合力为零。""}"
ri_1499b23182f9bea092df,Chemistry,化学键,A,"{""concept"":""化学键"",""correction"":""化学键存在于原子之间，分子间作用力另称分子间力。"",""id"":""C11"",""misconception"":""化学键是分子之间的力"",""text"":""化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。""}"
ri_3f8b79d1ff7bd852af89,Physics,抛体运动,A,"{""concept"":""抛体运动"",""correction"":""忽略空气阻力时，水平速度可保持不变。"",""id"":""C04"",""misconception"":""水平力一直推着物体"",""text"":""抛体运动可分解为水平匀速和竖直加速运动。""}"
ri_9282e456ec872fda673b,Climate/Environment,二氧化碳的气候作用,B,"{""concept"":""二氧化碳的气候作用"",""id"":""C28"",""scene"":""小方得知，适量CO₂保温，过量则加剧变暖。"",""tags"":[""二氧化碳"",""保温"",""变暖""],""title"":""二氧化碳的功过"",""warning"":""认为CO₂只有负面影响。""}"
ri_ec217d8d896ad67eab47,Biology,随机变异与非随机选择,A,"{""concept"":""随机变异与非随机选择"",""correction"":""变异随机产生，但环境定向选择，生存非靠运气。"",""id"":""C15"",""misconception"":""自然选择是随机的"",""text"":""基因突变随机发生，但环境对变异的非随机选择决定了进化方向。""}"
ri_6079a0f9283860cc36c8,Climate/Environment,天气与气候,C,"{""answer"":""B"",""concept"":""天气与气候"",""explain"":""天气是短时状态，气候是长期统计规律，不能混淆。"",""id"":""C26"",""options"":{""A"":""能，下雪就是寒冷气候的表现"",""B"":""不能，天气是短时状态，不代表气候"",""C"":""能，天气和气候是同一回事"",""D"":""不能，因为雪是异常天气""},""question"":""某地今天下雪，能说明该地气候寒冷吗？""}"
ri_5ba73a7d8d8af4853197,Climate/Environment,温室效应,C,"{""answer"":""A"",""concept"":""温室效应"",""explain"":""自然温室效应必要，过强才会带来风险。"",""id"":""C25"",""options"":{""A"":""维持适宜温度"",""B"":""完全没有好处"",""C"":""只会制造污染"",""D"":""让阳光消失""},""question"":""自然温室效应对地球有什么作用？""}"
ri_4a85b58e7cab0987f02b,Chemistry,溶液浓度与稀释,A,"{""concept"":""溶液浓度与稀释"",""correction"":""加水只改变体积，溶质质量不变。"",""id"":""C12"",""misconception"":""稀释后溶质变少"",""text"":""稀释降低浓度，但溶质总量保持不变。""}"
